,Module,Smiles,BGC_Compound
602,fkbA_Mod.10,CC[C@@H](C=C(C)[CH][C@H](C)[CH][C@H](OC)[C@@H](O)[C@H]([CH][C@H](C)C(=O)CC(=O)[S])OC)C(=O)C[C@H](O)[C@@H](C)[C@H](O)C(C)=CC1CC[C@@H](O)[C@H](O)C1,FK520
603,fkbP_Mod.11,CC[C@@H](C=C(C)[CH][C@H](C)[CH][C@H](OC)[C@@H](O)[C@H]([CH][C@H](C)C(=O)CC(=O)N1CCCCC1C(=O)[S])OC)C(=O)C[C@H](O)[C@@H](C)[C@H](O)C(C)=CC1CC[C@@H](O)[C@H](O)C1,FK520
604,pvdj_Mod.0,N[C@H](CC(=O)[S])C(=O)O,Fabclavine
605,pvdj_Mod.1,N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)[S])C(=O)O,Fabclavine
606,pvdj_Mod.2,NC(=O)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@@H](N)C(=O)O)C(=O)[S],Fabclavine
607,pvdj_Mod.3,NC(=O)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@@H](N)C(=O)O)C(=O)[S],Fabclavine
608,pyoverdine_Mod.4,CC(O)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@@H](N)C(=O)O)C(=O)[S],Fabclavine
609,pyoverdine_Mod.5,CC(O)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@@H](N)C(=O)O)C(=O)N1CCC[C@H]1C(=O)[S],Fabclavine
610,Phthiocerol_Mod.6,CC(O)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@@H](N)C(=O)O)C(=O)N1CCC[C@H]1C(O)CC(O)CC(=O)[S],Fabclavine
611,fegQ_Mod.0,N[C@@H](C(=O)[S])c1ccc(O)cc1,Feglymycin
612,fegQ_Mod.1,N[C@@H](C(=O)N[C@@H](C(=O)[S])c1cc(O)cc(O)c1)c1ccc(O)cc1,Feglymycin
613,fegQ_Mod.2,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)[S],Feglymycin
614,fegQ_Mod.3,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)N[C@@H](C(=O)[S])c1cc(O)cc(O)c1,Feglymycin
615,fegR_Mod.4,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)N[C@@H](C(=O)N[C@H](C(=O)[S])c1ccc(O)cc1)c1cc(O)cc(O)c1,Feglymycin
616,fegR_Mod.5,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)[S])c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1,Feglymycin
617,fegR_Mod.6,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)[S])c1ccc(O)cc1)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1,Feglymycin
618,fegR_Mod.7,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)[S])c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1,Feglymycin
619,fegR_Mod.8,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(C)C)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)[S],Feglymycin
620,fegR_Mod.9,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(C)C)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)N[C@@H](C(=O)[S])c1cc(O)cc(O)c1,Feglymycin
621,fegS_Mod.10,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(C)C)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)N[C@@H](C(=O)N[C@H](C(=O)[S])c1ccc(O)cc1)c1cc(O)cc(O)c1,Feglymycin
622,fegS_Mod.11,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(C)C)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)[S])c1ccc(O)cc1)c1cc(O)cc(O)c1,Feglymycin
623,fegS_Mod.12,CC(C)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(C)C)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1cc(O)cc(O)c1)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)O)c1ccc(O)cc1)c1cc(O)cc(O)c1,Feglymycin
624,fenA_Mod.0,N[C@@H](CCC(=O)O)C(=O)[S],Fengycin
625,fenA_Mod.1,NCCC[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)[S],Fengycin
626,fenB_Mod.2,NCCC[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)[S],Fengycin
627,fenB_Mod.3,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)[S],Fengycin
628,fenC_Mod.4,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)[S],Fengycin
629,fenC_Mod.5,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)[S],Fengycin
630,fenD_Mod.6,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N1CCC[C@H]1C(=O)[S],Fengycin
631,fenD_Mod.7,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)[S],Fengycin
632,fenD_Mod.8,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)[S],Fengycin
633,fenE_Mod.9,CCC(C)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](C(C)O)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)Cc2ccc(cc2)OC1=O,Fengycin
634,ppsA_Mod.0,N[C@@H](CCC(=O)O)C(=O)[S],Fengycin
635,ppsA_Mod.1,NCCC[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)[S],Fengycin
636,ppsB_Mod.2,NCCC[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)[S],Fengycin
637,ppsB_Mod.3,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)[S],Fengycin
638,ppsC_Mod.4,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)[S],Fengycin
639,ppsC_Mod.5,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)[S],Fengycin
640,ppsD_Mod.6,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N1CCC[C@H]1C(=O)[S],Fengycin
641,ppsD_Mod.7,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)[S],Fengycin
642,ppsD_Mod.8,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)[S],Fengycin
643,ppsE_Mod.9,CCC(C)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](C(C)O)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CCC(=O)O)Cc2ccc(cc2)OC1=O,Fengycin
644,pteA1_Mod.0,CC(=O)[S],Filipin
645,pteA1_Mod.1,C[C@@H](O)CC(=O)[S],Filipin
646,pteA1_Mod.2,C[C@@H](O)CC=[C]C(=O)[S],Filipin
647,pteA1_Mod.3,C[C@@H](O)CC=[C]C=[C]C(=O)[S],Filipin
648,pteA1_Mod.4,C[C@@H](O)CC=[C]C=[C]C=[C]C(=O)[S],Filipin
649,pteA2_Mod.5,C[C@@H](O)CC=[C]C=[C]C=[C]C=[C]C(=O)[S],Filipin
650,pteA2_Mod.6,CC(=C[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O)C(=O)[S],Filipin
651,pteA3_Mod.7,CC(=C[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O)[C@@H](O)CC(=O)[S],Filipin
652,pteA4_Mod.8,CC(=C[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O)[C@@H](O)C[C@H](O)CC(=O)[S],Filipin
653,pteA4_Mod.9,CC(=C[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O)[C@@H](O)C[C@H](O)C[C@H](O)CC(=O)[S],Filipin
654,pteA4_Mod.10,CC(=C[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)CC(=O)[S],Filipin
655,pteA4_Mod.11,CC(=C[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)CC(=O)[S],Filipin
656,pteA5_Mod.12,CC(=C[C]=C[C]=C[C]=C[C]=CC[C@@H](C)O)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)CC(=O)[S],Filipin
657,pteA5_Mod.13,CCCCCCC1C(=O)O[C@H](C)CC=[C]C=[C]C=[C]C=[C]C=C(C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)CC1O,Filipin
658,flvP1_Mod.0,NCCC(=O)[S],Fluvirucin
659,flvP1_Mod.1,CC[C@@H]([CH]CCN)C(=O)[S],Fluvirucin
660,flvP1_Mod.2,CC[C@@H]([CH]CCN)[C@H](O)CC(=O)[S],Fluvirucin
661,flvP2_Mod.3,CC[C@@H]([CH]C[C@@H](O)[C@H]([CH]CCN)CC)C(=O)[S],Fluvirucin
662,flvP2_Mod.4,CC[C@H]([CH][CH]C(=O)[S])[CH]C[C@@H](O)[C@H]([CH]CCN)CC,Fluvirucin
663,flvP3_Mod.5,CC[C@@H]1[CH][CH][CH][C@H](CC)C(=O)NCC[CH][C@H](CC)[C@H](O)C[CH]1,Fluvirucin
664,fosA_Mod.0,CCC(=O)[S],Fostriecin
665,fosA_Mod.1,CCC=[C]C(=O)[S],Fostriecin
666,fosB_Mod.2,CCC=[C]C=[C]C(=O)[S],Fostriecin
667,fosC_Mod.3,CCC=[C]C=[C]C=[C]C(=O)[S],Fostriecin
668,fosC_Mod.4,CCC=[C]C=[C]C=[C][C@H](O)CC(=O)[S],Fostriecin
669,fosD_Mod.5,CCC=[C]C=[C]C=[C][C@H](O)C[C@@H](O)[C@@H](C)C(=O)[S],Fostriecin
670,fosE_Mod.6,CCC=[C]C=[C]C=[C][C@H](O)C[C@@H](O)[C@@H](C)C=[C]C(=O)[S],Fostriecin
671,fosE_Mod.7,CCC=[C]C=[C]C=[C][C@H](O)C[C@@H](O)[C@@H](C)C=[C][C@H](O)CC(=O)[S],Fostriecin
672,fosF_Mod.8,CCC=[C]C=[C]C=[C][C@H](O)C[C@@H](O)[C@@H](C)C=[C][C@H](O)C[C@H](O)CC(=O)O,Fostriecin
673,fusA_Mod.0,CC(O)[C@H](N)C(=O)[S],Fusaricidin
674,fusA_Mod.1,CC(O)[C@H](N)C(=O)N[C@@H](C(=O)[S])C(C)C,Fusaricidin
675,fusA_Mod.2,CC(O)[C@H](N)C(=O)N[C@@H](C(=O)N[C@H](C(=O)[S])C(C)C)C(C)C,Fusaricidin
676,fusA_Mod.3,CC(O)[C@H](N)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)[S])C(C)O)C(C)C)C(C)C,Fusaricidin
677,fusA_Mod.4,CC(O)[C@H](N)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](CCC(N)=O)C(=O)[S])C(C)O)C(C)C)C(C)C,Fusaricidin
678,fusA_Mod.5,CC1OC(=O)[C@@H](C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C(C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H]1N,Fusaricidin
679,GelA_Mod.0,Nc1cc(O)cc(C(=O)[S])c1,Geldanamycin
680,GelA_Mod.1,C[C@@H]([CH]c1cc(N)cc(O)c1)C(=O)[S],Geldanamycin
681,GelA_Mod.2,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)C(=O)[S],Geldanamycin
682,GelA_Mod.3,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C(=O)[S],Geldanamycin
683,GelB_Mod.4,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C=C(C)C(=O)[S],Geldanamycin
684,GelB_Mod.5,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C=C(C)[C@H](O)[C@@H](OC)C(=O)[S],Geldanamycin
685,GelC_Mod.6,CO[C@@H]([CH][CH]C(=O)[S])[C@@H](O)C(C)=C[C@H](C)[C@@H](O)[C@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)OC,Geldanamycin
686,GelC_Mod.7,CO[C@@H]([CH][CH]C=C(C)C(=O)[S])[C@@H](O)C(C)=C[C@H](C)[C@@H](O)[C@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)OC,Geldanamycin
687,gdmAI_Mod.0,Nc1cc(O)cc(C(=O)[S])c1,Geldanamycin
688,gdmAI_Mod.1,C[C@@H]([CH]c1cc(N)cc(O)c1)C(=O)[S],Geldanamycin
689,gdmAI_Mod.2,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)C(=O)[S],Geldanamycin
690,gdmAI_Mod.3,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C(=O)[S],Geldanamycin
691,gdmAII_Mod.4,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C=C(C)C(=O)[S],Geldanamycin
692,gdmAII_Mod.5,CO[C@@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)[C@H](O)[C@@H](C)C=C(C)[C@H](O)[C@@H](OC)C(=O)[S],Geldanamycin
693,gdmAIII_Mod.6,CO[C@@H]([CH][CH]C(=O)[S])[C@@H](O)C(C)=C[C@H](C)[C@@H](O)[C@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)OC,Geldanamycin
694,gdmAIII_Mod.7,CO[C@@H]([CH][CH]C=C(C)C(=O)[S])[C@@H](O)C(C)=C[C@H](C)[C@@H](O)[C@H]([CH][C@@H](C)[CH]c1cc(N)cc(O)c1)OC,Geldanamycin
695,glbF_Mod.0,CC(O)[C@H](N)C(=O)[S],Glidobactin
696,glbC_Mod.1,CC(O)[C@H](N)C(=O)N[C@@H](CC(O)CCN)C(=O)[S],Glidobactin
697,glbC_Mod.2,CC(O)[C@H](N)C(=O)N[C@@H](CC(O)CCN)C(=O)N[C@@H](C)C(=O)[S],Glidobactin
698,glbC_Mod.3,CC(O)[C@H](N)C(=O)N[C@H]1CC(O)CCNC(=O)[C]=C[C@H](C)NC1=O,Glidobactin
699,gobJ_Mod.0,O=C([S])c1ccccc1O,Gobichelin
700,gobJ_Mod.1,O=C([S])[C@@H]1COC(c2ccccc2O)=N1,Gobichelin
701,gobR_Mod.2,O=C(N[C@@H](Cc1c[nH]cn1)C(=O)[S])[C@@H]1COC(c2ccccc2O)=N1,Gobichelin
702,gobR_Mod.3,NCCCC[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1COC(c2ccccc2O)=N1)C(=O)[S],Gobichelin
703,gobS_Mod.4,NCCCC[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1COC(c2ccccc2O)=N1)C(=O)N[C@@H](CO)C(=O)[S],Gobichelin
704,gobS_Mod.5,NCCCC[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1COC(c2ccccc2O)=N1)C(=O)N[C@@H](CO)C(=O)N[C@H]1CCCN(O)C1=O,Gobichelin
705,lgrA_Mod.0,CC(C)[C@H](NC=O)C(=O)[S],Gramicidin
706,lgrA_Mod.1,CC(C)[C@H](NC=O)C(=O)NCC(=O)[S],Gramicidin
707,lgrB_Mod.2,CC(C)[C@H](NC=O)C(=O)NCC(=O)N[C@@H](C)C(=O)[S],Gramicidin
708,lgrB_Mod.3,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)[S],Gramicidin
709,lgrB_Mod.4,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)[S],Gramicidin
710,lgrB_Mod.5,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[S])C(C)C,Gramicidin
711,lgrB_Mod.6,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)[S])C(C)C)C(C)C,Gramicidin
712,lgrB_Mod.7,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)[S])C(C)C)C(C)C)C(C)C,Gramicidin
713,lgrC_Mod.8,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[S])C(C)C)C(C)C)C(C)C,Gramicidin
714,lgrC_Mod.9,CC(C)C[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)[S],Gramicidin
715,lgrC_Mod.10,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[S])C(C)C)C(C)C)C(C)C,Gramicidin
716,lgrC_Mod.11,CC(C)C[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)[S],Gramicidin
717,lgrC_Mod.12,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[S])C(C)C)C(C)C)C(C)C,Gramicidin
718,griA_Mod.0,CN[C@H](C(=O)[S])C(C)C,Griselimycin
719,griA_Mod.1,CN[C@H](C(=O)N1CC(C)C[C@H]1C(=O)[S])C(C)C,Griselimycin
720,griA_Mod.2,CN[C@H](C(=O)N1CC(C)C[C@H]1C(=O)N(C)[C@H](C(=O)[S])C(C)O)C(C)C,Griselimycin
721,griA_Mod.3,CN[C@H](C(=O)N1CC(C)C[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)[S])C(C)O)C(C)C,Griselimycin
722,griA_Mod.4,CN[C@H](C(=O)N1CC(C)C[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CC(C)C[C@H]1C(=O)[S])C(C)O)C(C)C,Griselimycin
723,griA_Mod.5,CN[C@H](C(=O)N1CC(C)C[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CC(C)C[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)[S])C(C)O)C(C)C,Griselimycin
724,griB_Mod.6,CN[C@H](C(=O)N1CC(C)C[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CC(C)C[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)[S])C(C)C)C(C)O)C(C)C,Griselimycin
725,griB_Mod.7,CN[C@H](C(=O)N1CC(C)C[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CC(C)C[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)[S])C(C)C)C(C)O)C(C)C,Griselimycin
726,griB_Mod.8,CN[C@H](C(=O)N1CC(C)C[C@H]1C(=O)N(C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CC(C)C[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)[S])C(C)C)C(C)O)C(C)C,Griselimycin
727,griC_Mod.9,CN[C@H](C(=O)N1CC(C)C[C@H]1C(=O)N(C)[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N2CC(C)C[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)NCC(=O)OC1C)C(C)C,Griselimycin
728,zinA_Mod.0,CCC(=O)[S],Griseochelin
729,zinA_Mod.1,CC[CH][C@H](C)C(=O)[S],Griseochelin
730,zinB_Mod.2,CC[CH][C@H](C)C=C(C)C(=O)[S],Griseochelin
731,zinB_Mod.3,CC[CH][C@H](C)C=C(C)[C@H](O)[C@H](C)C(=O)[S],Griseochelin
732,zinB_Mod.4,CC[CH][C@H](C)C=C(C)[C@H](O)[C@H](C)C=[C]C(=O)[S],Griseochelin
733,zinC_Mod.5,CC[CH][C@H](C)C=C(C)[C@H](O)[C@H](C)C=[C][CH][CH]C(=O)[S],Griseochelin
734,zinD_Mod.6,CC[CH][C@H](C)C=C(C)[C@H](O)[C@H](C)C=[C][CH][CH][C@@H](O)[C@H](C)C(=O)[S],Griseochelin
